"13","13","1","1","13","13. De acuerdo con la norma que regula la Autonomía del Paciente, el informe de alta médica se define como:","El documento emitido por el/la médico/a responsable en un centrosanitario al finalizar cada proceso asistencial de un/a paciente, queespecifica los datos de éste/a, un resumen de su historial clínico, laactividad asistencial prestada, el diagnóstico y las","El soporte de cualquier tipo o clase que contiene un conjunto de datose informaciones de carácter asistencial.","Todo dato, cualquiera que sea su forma, clase o tipo, que permite adquirir o ampliar conocimientos sobre el estado físico y la salud de unapersona, o la forma de preservarla, cuidarla, mejorarla o recuperarla.","El conjunto de documentos que contienen los datos, valoraciones einformaciones de cualquier índole sobre la situación y la evoluciónclínica de un/a paciente a lo largo del proceso asistencial.","1"
"14","14","1","1","14","14. De acuerdo con la norma que regula la Autonomía del Paciente, el servicio sanitario se define como:","El conjunto organizado de profesionales, instalaciones y medios técnicos que realiza actividades y presta servicios para cuidar la salud delos/as pacientes y usuarios/as.","Toda actuación realizada con fines preventivos, diagnósticos, terapéuticos, rehabilitadores o de investigación.","La unidad asistencial con organización propia, dotada de los recursos técnicos y del personal cualificado para llevar a cabo actividades sanitarias.","Ninguna de las respuestas es correcta.","3"
"15","15","1","1","15","15. De acuerdo con la norma que regula la Autonomía del Paciente, elconsentimiento informado se define como:","La declaración escrita de un/a médico/a que dé fe del estado de saludde una persona en un determinado momento.","La conformidad libre, voluntaria y consciente de un/a paciente, manifestada en el pleno uso de sus facultades después de recibir la informaciónadecuada, para que tenga lugar una actuación que afecta a su salud.","El documento emitido por el/la médico/a responsable en un centrosanitario al finalizar cada proceso asistencial de un/a paciente, queespecifica los datos de éste/a, un resumen de su historial clínico, laactividad asistencial prestada, el diagnóstico y las","La persona que utiliza los servicios sanitarios de educación y promoción de la salud, de prevención de enfermedades y de informaciónsanitaria.","2"
"16","16","1","1","16","16. Según el artículo 4.1 de la Ley básica reguladora de la Autonomía delPaciente, como regla general, la información ha de ser proporcionada al/ala paciente:","De forma escrita.","Se ha de dejar constancia de la información facilitada en la historiaclínica y de su contenido.","Dicha constancia ha de comprender sólo la finalidad y naturaleza dela intervención.","No es preciso detallar los riesgos de la intervención.","2"
"17","17","1","1","17","17. Las voluntades anticipadas en el ámbito de la sanidad se regulan por:","La Ley 41/2002, de 17 de marzo.","La LO 15/1999, de 13 de diciembre.","La Ley 7/2002, de 12 de diciembre.","Decreto 50/2003, de 15 de marzo.","3"
"18","18","1","1","18","18. De acuerdo con lo dispuesto en la norma que regula las voluntades anticipadas en el ámbito de la sanidad, no es cierto que:","Cualquier persona mayor de edad que no haya sido judicialmente incapacitada para ello y actúe libremente tiene derecho a manifestarsus objetivos vitales y valores personales, así como las instruccionessobre su tratamiento, que el/la médico/a o el equipo s","La expresión de los objetivos vitales y valores personales tiene comofin ayudar a interpretar las instrucciones y servir de orientación para latoma de decisiones clínicas llegado el momento.","Podrá designar uno o varios representantes para que sean los interlocutores válidos del/de la médico/a o del equipo sanitario y facultarlespara interpretar sus valores e instrucciones.","Sin salvedades, cualquier persona mayor de edad y que no haya sidoincapacitada legalmente para ello puede ser representante.","4"
"19","19","1","1","19","19. La norma que regula la cohesión y calidad del Sistema Nacional deSalud es:","La Ley 41/2002, de 14 de noviembre.","La LO 15/1999, de 13 de diciembre.","La Ley 16/2003, de 28 de mayo.","La Ley 44/2003, de 1 de noviembre.","3"
"20","20","1","1","20","20. El Capítulo VII de la norma que regula la cohesión y calidad del Sistema Nacional de Salud trata:","Del Sistema de Información Sanitaria.","De la Calidad.","De los Planes Integrales de Salud.","De la Salud Pública.","3"
"21","21","1","1","21","21. No es un principio de la norma que regula la cohesión y calidad delSistema Nacional de Salud:","La prestación de los servicios a los/as usuarios/as del Sistema Nacional de Salud en condiciones de igualdad efectiva y calidad.","El aseguramiento universal y público por parte del Estado.","La coordinación y la cooperación de las Administraciones públicassanitarias para la superación de las desigualdades en salud.","La gratuidad de todos los productos farmacéuticos a recetar por elSistema Nacional de Salud.","4"
"22","22","1","1","22","22. De acuerdo con la norma que regula la cohesión y calidad del SistemaNacional de Salud, no son prestaciones de atención sanitaria del SistemaNacional de Salud la:","Prestación de salud pública.","Prestación de atención primaria.","Prestación de atención especializada.","Investigación con células madre.","4"
"23","23","1","1","23","23. Las prestaciones de salud pública se ejercerán con un carácter de:","Unidad.","Universalidad.","Igualdad.","Integralidad.","4"
"24","24","1","1","24","24. La atención primaria comprenderá:","La hospitalización en régimen de internamiento.","Las actividades de información y vigilancia en la protección de la salud.","La hospitalización a domicilio.","La asistencia especializada en hospital de día, médico y quirúrgico.","2"
"25","25","1","1","25","25. La atención sanitaria especializada no comprenderá:","El apoyo a la atención primaria en el alta hospitalaria precoz y, en sucaso, la hospitalización a domicilio.","La indicación o prescripción, y la realización, en su caso, de procedimientos diagnósticos y terapéuticos.","La asistencia sanitaria a demanda, programada y urgente tanto en laconsulta como en el domicilio del/de la enfermo/a.","La rehabilitación en pacientes con déficit funcional recuperable.","3"
"26","26","1","1","26","26. No se consideran prestaciones complementarias:","Las prestaciones ortoprotésicas: prótesis quirúrgicas fijas, prótesis externas, vehículos para inválidos (cuya invalidez así lo aconseje), ortesis yprótesis especiales (entre las que se incluyen audífonos y moldes de audífonos para niños hasta los 16 años","El transporte sanitario en situaciones de urgencia que impliquen daño irreparable para la salud o cuando exista imposibilidad física del interesado.","Los tratamientos dietoterápicos complejos.","Las de atención de urgencia.","4"
"27","27","1","1","27","27. El uso tutelado de determinadas técnicas, tecnologías o procedimientos en el Sistema Nacional de Salud se financiará con cargo al:","Fondo Social Europeo.","Fondo de Cohesión previsto en el artículo 4 de la Ley 21/2001.","Fondo de Suficiencia.","Fondo de Compensación Interterritorial.","2"
"28","28","1","1","28","28. La Ley de Cohesión y Calidad del Sistema Nacional de Salud estableceuna serie de garantías, como la:","Garantía de cantidad.","Garantía de motricidad.","Garantía de información.","Ninguna de las respuestas anteriores es correcta.","3"
"29","29","1","1","29","29. La fijación del precio de medicamentos y productos sanitarios ladetermina:","Directamente el/la titular del Ministerio de Sanidad y Consumo.","La Dirección General de Farmacia y Productos Sanitarios.","La Agencia Española de Medicamentos y Productos Sanitarios.","La Dirección General de Farmacia y Medicamentos.","2"
"30","30","1","1","30","30. Señale la opción incorrecta. Según la Ley de Progtección de datos, losdatos de carácter personal objeto del tratamiento sólo podrán ser comunicados a un tercero para el cumplimiento de fines directamente relacionados con las funciones legítimas del ce","Cuando el tratamiento responda a la libre y legítima aceptación deuna relación jurídica cuyo desarrollo, cumplimiento y control impliquenecesariamente la conexión de dicho tratamiento con ficheros de terceros. En este caso la comunicación sólo será legíti","Cuando la comunicación que deba efectuarse tenga por destinatario alDefensor del Pueblo, el Ministerio Fiscal o los Jueces o Tribunales o elTribunal de Cuentas, en el ejercicio de las funciones que tiene atribuidas. Tampoco será preciso el consentimiento ","Cuando la cesión se produzca entre Administraciones Públicas y tengapor objeto el tratamiento anterior de los datos con fines exclusivamente científicos.","Cuando la cesión de datos de carácter personal relativos a la saludsea necesaria para solucionar una urgencia que requiera acceder a unfichero o para realizar los estudios epidemiológicos en los términosestablecidos en la legislación sobre sanidad estatal","3"
"31","31","1","1","31","31. De acuerdo con lo dispuesto en el artículo 59.2 de la norma que regulala cohesión y calidad del Sistema Nacional de Salud, la infraestructura parala mejora de la calidad del Sistema Nacional de Salud estará constituida:","Por las normas de calidad y seguridad.","Por las guías de práctica de emergencia.","Por el registro de buenos indicadores.","Ninguna de las respuestas anteriores es correcta.","1"
"32","32","1","1","32","32. La Ordenación de las Profesiones Sanitarias se regula por:","La Ley 41/2002, de 21 de noviembre.","La Ley 44/2003, de 21 de noviembre.","La Ley 16/2003, de 21 de diciembre.","La Ley 19/1989, de 19 de noviembre.","2"
"33","33","1","1","33","33. El Título II de la norma que regula la Ordenación de las ProfesionesSanitarias trata:","Del desarrollo profesional y su reconocimiento.","De la formación de los/as profesionales sanitarios/as.","Del ejercicio privado de las profesiones sanitarias.","De la participación de los/as profesionales.","2"
"34","34","1","1","34","34. Formará parte de la Comisión Nacional de Especialidad:","Un/a vocal propuesto/a por el Ministerio de Educación, Cultura y Deporte, el/la cual deberá ostentar la condición de tutor/a de la formación en la correspondiente especialidad.","Un/a vocal de entre los/as especialistas de reconocido prestigio que proponga la Comisión de Recursos Humanos del Sistema Nacional de Salud.","Dos vocales en representación de las entidades y sociedades científicas de ámbito estatal legalmente constituidas en el ámbito de laespecialidad.","Un/a vocal en representación de los/as especialistas en formación, elegido/a por éstos/as en la forma que se determine reglamentariamente.","3"
"35","35","1","1","35","35. Se exigirá nivel de licenciado/a para:","Fisioterapia.","Terapia Ocupacional.","Odontología.","Podología.","3"
"36","36","1","1","36","36. Los Centros sanitarios han de revisar que los/as profesionales sanitarios/as de su plantilla cumplen los requisitos necesarios para ejercer laprofesión cada:","Dos años como mínimo.","Tres años como mínimo.","Cuatro años como mínimo.","Cinco años como mínimo.","2"
"37","37","1","1","37","37. Los títulos oficiales y las directrices generales de los correspondientesplanes de estudios se establecen por Real Decreto del Gobierno. Cuando eltítulo corresponda a una profesión sanitaria es preceptivo el informe previoal proyecto de Real Decreto d","La Comisión Nacional de Especialidad.","El Consejo Nacional de Especialidades en Ciencias de la Salud.","La Comisión de Recursos Humanos del Sistema Nacional de Salud.","La Comisión Consultiva Profesional.","3"
"38","38","1","1","38","38. El título de especialista en Ciencias de la Salud lo expide:","El Ministerio de Sanidad y Consumo.","El Centro de Salud al que va a ser destinado/a el/la interesado/a.","El Ministerio de Educación, Cultura y Deporte.","El/la Presidente/a del Gobierno.","3"
"39","39","1","1","39","39. Los/as especialistas en Ciencias de la Salud pueden obtener un nuevotítulo de especialista con, al menos:","Tres años de ejercicio profesional como tales.","Cuatro años de ejercicio profesional como tales.","Cinco años de ejercicio profesional como tales.","Seis años de ejercicio profesional como tales.","3"
"40","40","1","1","40","40. El Consejo Nacional de Especialidades en Ciencias de la Salud (CNECS)está compuesto por:","Los/as Presidentes/as de las Comisiones Nacionales de cada Especialidad en Ciencias de la Salud.","Un/a especialista por cada uno de los títulos universitarios que tenganacceso directo a alguna especialidad en Ciencias de la Salud, elegido/a,para un período de dos años.","Tres representantes del Ministerio de Educación, Cultura y Deporte.","Un/a representante del Ministerio de Sanidad y Consumo.","1"
"41","41","1","1","41","41. Uno de los objetivos fundamentales en materia de Educación Sanitaria es ayudar a la gente a alcanzar la salud mediante sus propios actos yesfuerzos. Esta declaración fue realizada por:","Hildegarde Peplau.","El Comité de Expertos de la OMS en Educación Sanitaria (1953).","La NANDA.","Winslow.","2"
"42","42","1","1","42","42. Según el Comité de Expertos de Educación Sanitaria de la OMS, no esun objetivo de la educación sanitaria:","Hacer de la salud patrimonio de la colectividad.","Capacitar a las personas para el desempeño de las actividades relacionadas con la salud y en la toma de decisiones sobre lo concerniente ala salud de su comunidad.","Fomentar el establecimiento y utilización adecuada de los servicios desalud.","Reorganizar un calendario vacunal mundial para niños/as en edad escolar.","4"
"43","43","1","1","43","43. Las intervenciones en Educación para la Salud se deben llevar a caboen (indique la incorrecta):","La familia.","La escuela.","Los servicios de salud.","Exclusivamente en los centros sanitarios.","4"
"44","44","1","1","44","44. En el caso de la Educación Sanitaria a pacientes, esta se articula através de:","Programas de Salud determinados (embarazo, niño sano, etc.).","Consultas en centros de medicina especializada.","Realización de test de cribaje.","Realización de encuestas de satisfacción en hospitales.","1"
"45","45","1","1","45","45. En el contexto de las intervenciones en Educación Sanitaria, las acciones dirigidas a informar y motivar a los/as ciudadanos/as para que abandonen los comportamientos nocivos para la salud pertenecen a la:","Prevención primaria.","Prevención secundaria.","Prevención terciaria.","Rehabilitación.","1"
"46","46","1","1","46","46. En el contexto de las intervenciones en Educación Sanitaria, las accionesdirigidas a conseguir que los/as ciudadanos/as se sometan a exámenes sistemáticos de salud para la detección precoz de posibles enfermedades, son:","Prevención primaria.","Prevención secundaria.","Prevención terciaria.","Rehabilitación.","2"
"47","47","1","1","47","47. En el contexto de las intervenciones en Educación Sanitaria, las acciones destinadas a informar sobre los primeros signos y síntomas que caracterizan la aparición de enfermedad, orientando hacia los servicios a losque hay que dirigirse en estos casos,","Prevención primaria.","Prevención secundaria.","Prevención terciaria.","Rehabilitación.","3"
"48","48","1","1","48","48. Los medios utilizados en la Educación para la Salud se podrían definircomo el proceso o técnica mediante el/la cual, el mensaje llega a la población que lo recibe. Según las características de la relación entre la fuentedel mensaje y la población o in","Bidireccionales o unidireccionales.","Horizontales o transversales.","Definidos o indefinidos.","Técnicos o populares.","1"
"49","49","1","1","49","49. Los medios utilizados en Educación para la Salud, se podrían definircomo el proceso o técnica mediante el/la cual, el mensaje llega a la población que lo recibe. Según la relación de cercanía o distancia en el tiempo y/oespacio, entre el/la educador/a","Definitivos o indefinidos.","Funcionales o específicos.","Directos o indirectos.","Parciales o totales.","3"
"50","50","1","1","50","50. ¿Cual de los siguientes medios en Educación para la Salud es directo?","Carteles.","Dípticos.","Charla.","Televisión.","3"
"51","51","1","1","51","51. Las técnicas didácticas en Educación para la Salud pueden utilizarmedios directos o indirectos, ¿cual de los siguientes enunciados no secorresponde con una característica propia de los medios indirectos?","Alcanzan a más población.","No van dirigidos a un sector de la población sino que se dirigen a todospor igual.","No sirven para cambiar las actitudes que se encuentren firmementearraigadas en la población.","Incrementan los conocimientos de la población sobre un determinadotema.","4"
"52","52","1","1","52","52. ¿Cómo se denomina al conjunto de personas que viven en un mismolugar y que están vinculadas por intereses comunes?","Un individuo.","Un equipo de trabajo.","Una comunidad.","Una institución.","3"
"53","53","1","1","53","53. ¿Cómo se conocen las actividades de Educación para la Salud dirigidas a prevenir riesgos derivados del medio ambiente, de modo que se reduzcan los riesgos químicos y biológicos?","Actividades de evitación de conductas insanas.","Actividades de protección de la salud.","Actividades de promoción de conductas saludables.","Actividades de promoción de estilo de vida saludable.","2"
"54","54","1","1","54","54. Las reuniones de personas afectadas por una misma enfermedad,creadas e impulsadas por los/as propios/as afectados/as y que son un recurso movilizado en la comunidad para la mejora de las personas que padecen la misma enfermedad, se denominan:","Reuniones de trabajo.","Relaciones terapéuticas.","Grupos de autoayuda.","Charlas educativas.","3"
"55","55","1","1","55","55. La morfina es un fármaco muy usado en la clínica por sus excepcionales cualidades analgésicas, cardiovasculares y gastrointestinales, entreotras. ¿Cuál de los siguientes efectos no representa alguno de los efectosadversos propios de este fármaco?","Diarrea.","Náuseas y vómitos.","Depresión respiratoria.","Diaforesis.","1"
"56","56","1","1","56","56. La Educación para la Salud es una parte esencial de la estrategia depromoción de la salud que tiene como fundamento:","Crear grupos de trabajo sobre vacunación infantil.","Desarrollar cuidados medioambientales en empresas.","Fomentar estilos de vida saludables.","Paralizar actitudes salubres.","3"
"57","57","1","1","57","57. Cómo se denomina al modelo de Educación para la Salud que puede definirse como el modelo asistencial tradicional, en el que el/la sanitario/a, esencialmente el/la médico/a, se comporta como experto/a que ostenta toda la responsabilidad por delegación","Modelo biomédico.","Modelo primario.","Modelo preventivo.","Modelo comunitario.","1"
"58","58","1","1","58","58. La primera experiencia de aprendizaje sobre estilos de vida saludable,debe darse en:","La escuela.","Los servicios de salud.","La familia.","Los centros de trabajo.","3"
"59","59","1","1","59","59. La educación sanitaria debe darse exclusivamente en:","Centros de atención primaria.","Hospitales.","Centros de rehabilitación.","Puede darse en todos los niveles de atención al/a la paciente.","4"
"60","60","1","1","60","60. Las Instituciones Sanitarias contemplan en su cartera de servicios laEducación para la Salud ¿Cuál de los siguientes enunciados no es imprescindible para realizar un programa de salud?","Analizar y conocer el contexto social, cultural, económico, educativodonde se quiere aplicar.","Establecer prioridades respecto de cuáles son los problemas de saludfundamentales que es necesario abordar.","Establecer un calendario de actuaciones.","Ponerse en contacto con instituciones sanitarias superiores que denvalidez al grupo.","4"
"61","61","1","1","61","61. ¿Quién tiene en el Estado Español, las competencias de la educaciónsanitaria en el ámbito de las empresas?","Los Servicios de médicos/as de empresa y los Institutos de Seguridade Higiene en el Trabajo.","Sindicatos profesionales.","Los/as propios/as trabajadores/as de manera individual.","Los ayuntamientos donde se instala la empresa.","1"
"62","62","1","1","62","62. ¿Cuál es el fin primordial de la Educación para la Salud comunitaria?","Realizar actividades de lucha contra la contaminación.","Organizar grupos de trabajo en temas medioambientales.","Fomentar y proteger la salud de la población sana en general.","Realizar actividades de rehabilitación y tratamiento de individuos enfermos.","3"
"63","63","1","1","63","63. Las acciones y programas de salud comunitarios se desarrollan básicamente a nivel de:","Prevención primaria.","Prevención secundaria.","Prevención terciaria.","Todos los niveles de prevención.","4"
"64","64","1","1","64","64. En relación con las técnicas didácticas de Educación para la Salud,cuál de los enunciados se ajusta a la siguiente definición: aquellos enlos cuales se realiza un intercambio entre el/la docente y el/la discente,de tal forma que puede existir un inte","Métodos bidireccionales.","Métodos unidireccionales.","Medios indirectos.","Medios tradicionales horizontales.","1"
"65","65","1","1","65","65. Aquellos métodos empleados en la Educación para la Salud que no permiten la posibilidad de discutir el mensaje entre el/la que lo recibe y el/laeducador/a, se denominan:","Bidireccionales.","Unidireccionales.","Directos.","Tradicionales horizontales.","2"
"66","66","1","1","66","66. ¿En qué grupo de la clasificación de las técnicas didácticas de Educación para la Salud se pueden incluir la entrevista, la clase y la charla?","Medios directos.","Medios indirectos.","Medios mixtos.","Medios trasversales.","1"
"67","67","1","1","67","67. ¿En qué grupo de la clasificación de las técnicas didácticas de Educaciónpara la Salud, se pueden incluir la televisión, la radio y el uso de folletos?","Medios directos.","Medios indirectos.","Medios mixtos.","Medios trasversales.","2"
"68","68","1","1","68","68. Con respecto a los métodos directos en Educación para la Salud, esincorrecto que:","La OMS siempre ha dado preferencia a este tipo de medios frente a losmedios indirectos.","Los medios directos hacen posible la aclaración de las dudas o problemas.","Alcanzan a menos personas que los indirectos.","Alcanzan a más personas que los indirectos.","4"
"69","69","1","1","69","69. Cuando en Educación para la Salud realizamos al mismo tiempo unaexplicación teórica con palabras y la acción que estamos explicando, estamos utilizando la técnica de:","Panel.","Mesa redonda.","Seminario.","Demostración.","4"
"70","70","1","1","70","70. La técnica Phillips 66, es una técnica de educación del tipo:","Seminario.","Mesa redonda.","Psicodrama.","Dinámica de grupo.","4"
"71","71","1","1","71","71. ¿Cómo se denomina el proceso mediante el cual un medicamento estrasladado desde el sitio de administración hasta la sangre?","Distribución.","Absorción.","Biotransformación.","Eliminación.","2"
"72","72","1","1","72","72. ¿Cómo se denomina el proceso mediante el cual ciertas reaccionesquímicas llevadas a cabo por el organismo convierten un fármaco en uncompuesto distinto al administrado originariamente?","Absorción.","Eliminación.","Distribución.","Biotransformación.","4"
"73","73","1","1","73","73. ¿Cómo se denomina al mecanismo de transporte de fármacos que secaracteriza por ser el sistema más utilizado, moverse el soluto a favor delgradiente electroquímico (gradiente de concentración) y no necesitar detransportador?","Transporte activo.","Difusión pasiva.","Difusión facilitada.","Transporte especializado.","2"
"74","74","1","1","74","74. ¿Cuál de los siguientes enunciados no es correcto, en relación con el mecanismo de transporte de fármacos conocido como Difusión Facilitada?","Consume gran cantidad de energía.","La velocidad de difusión depende de la capacidad de fijación a suportador.","La fuerza responsable del movimiento a través de la membrana celulares el gradiente de concentración del soluto.","La velocidad de difusión está limitada por la disponibilidad del portador (transportador).","1"
"75","75","1","1","75","75. ¿Cuál es la vía por la que mayoritariamente se eliminan (excretan) losfármacos?","Biliarentérica.","Saliva.","Sudor.","Renal.","4"
"76","76","1","1","76","76. En relación con la eliminación de fármacos por vía renal, ¿en quéinfluye que un determinado fármaco posea un aclaramiento renal alto?","En nada.","En que desaparecerá rápidamente del plasma.","En que desaparecerá lentamente del plasma.","En que su acción se prolongará mucho en el tiempo.","2"
"77","77","1","1","77","77. ¿Cómo se denomina a los fármacos que interaccionan con un receptorsin provocar respuesta por sí mismos, pero impidiendo la combinación delreceptor con otro fármaco?","Antagonistas.","Agonistas.","Agonistas competitivos.","Agonistas no competitivos.","1"
"78","78","1","1","78","78. ¿Cómo se denomina a los fármacos cuya interacción con un receptorconstituye el estímulo de una respuesta biológica?","Antagonistas.","Agonistas.","Antagonistas competitivos.","Antagonistas no competitivos.","2"
"79","79","1","1","79","79. Entre los factores que modifican los efectos de los fármacos se encuentra la edad; indicar en qué medida puede influir este parámetro en laacción de los medicamentos:","Los ancianos son menos susceptibles a la acción de los medicamentos.","Los medicamentos producen efectos contrarios dependiendo de laedad del sujeto.","Los niños y los ancianos son más susceptibles a la acción de los medicamentos.","La edad no influye en la acción de los medicamentos.","3"
"80","80","1","1","80","80. ¿Cuáles son las 5 comprobaciones que se aconseja realizar de formasistemática, antes de la administración de cualquier medicamento?","Fármaco correcto, paciente correcto, dosis correcta, vía correcta, horacorrecta.","Consentimiento correcto, fármaco correcto, paciente correcto, dosiscorrecta, hora correcta.","Caducidad correcta, paciente correcto, vía correcta, dosis correcta,ámbito correcto.","Consentimiento correcto, ámbito correcto, caducidad correcta, dosiscorrecta, hora correcta.","1"
"81","81","1","1","81","81. ¿Cuál de las siguientes formas de administrar medicamentos no seconsidera incluida dentro de la vía tópica?","Pomadas oculares.","Gotas óticas.","Supositorios.","Gotas nasales.","3"
"82","82","1","1","82","82. ¿Cuál de las siguientes vías de administración de medicamentos noestá incluida dentro de la vía parenteral?","Vía subcutánea.","Vía rectal.","Vía intravenosa.","Vía intramuscular.","2"
"83","83","1","1","83","83. La vía intramuscular es muy usada para la administración de fármacos, sobre todo en pacientes que no pueden deglutir. ¿Qué volumen máximo de medicamento se puede administrar por esta vía?","Hasta 2 cc.","Hasta 5 cc.","Hasta 10 cc.","Hasta 20 cc.","2"
"84","84","1","1","84","84. Cuidamos a un enfermo al que se le está administrando medicaciónintravenosa en perfusión continua mediante un sistema de microgoteo, ypara calcular el ritmo de perfusión necesitamos saber cuántas microgotases el equivalente a 1 mililitro. Indicarlo:","20 microgotas.","40 microgotas.","60 microgotas.","80 microgotas.","3"
"85","85","1","1","85","85. ¿Cuál de los siguientes de los fármacos enunciados no se correspondecon un fármaco simpaticomimético?","Adrenalina.","Dopamina.","Acetilcolina.","Noradrenalina.","3"
"86","86","1","1","86","86. ¿Cuál de los siguientes fármacos enunciados no se corresponde con unfármaco parasimpaticomimético?","Betanecol.","Acetilcolina.","Pilocarpina.","Dopamina.","4"
"87","87","1","1","87","87. ¿Con qué otro nombre se conoce a los fármacos parasimpaticomiméticos?","Agonistas colinérgicos.","Antagonistas colinergicos.","Adrenérgicos.","Bloqueantes de la placa motora.","1"
"88","88","1","1","88","88. ¿Con qué otro nombre se conocen los fármacos parasimpaticolíticos?","Bloqueantes adrenérgicos.","Antagonistas muscarínicos.","Agonistas colinérgicos.","Simpaticomiméticos.","2"
"89","89","1","1","89","89. ¿Cuál de los siguientes enunciados no se corresponde con un efectofarmacológico propio de la adrenalina?","Incremento de la frecuencia cardiaca sinusal.","Dilatación de los vasos sanguíneos.","Broncodilatación intensa en el árbol bronquial.","Midriasis.","2"
"90","90","1","1","90","90. ¿Cuál de las siguientes situaciones no se corresponde con un efectofarmacológico propio de los fármacos parasimpaticomiméticos?","Broncoconstricción.","Midriasis.","Reducción de la frecuencia cardiaca.","Aumento de la motilidad intestinal.","2"
"91","91","1","1","91","91. ¿Cuál de los siguientes principios activos no se corresponde con unfármaco antiepiléptico o anticonvulsionante?","Fenitoína.","Carbamazepina.","Quinidina.","Fenobarbital.","3"
